Stages_Data,,,,,
English,,,,,
Time,Miles,MPH,Watts,HR,RPM,Resistance,Relative Resistance,Incline
02:45,0.6674,16.93,125,130,86,12,50,1
02:46,0.6711,16.93,127,130,87,12,50,1
02:47,0.6767,17.14,132,130,89,12,50,1
02:48,0.6810,17.32,129,130,88,12,50,1
02:49,0.6841,17.14,129,130,88,12,50,1
02:50,0.6885,16.93,127,130,87,12,50,1
02:51,0.6922,15.17,100,131,87,10,42,2
02:52,0.6972,15.35,104,131,87,10,42,2
02:53,0.6997,15.53,106,131,88,10,42,2
02:54,0.7034,15.88,108,132,89,10,42,2
02:55,0.7090,15.88,108,132,89,10,42,2
02:56,0.7127,15.88,108,132,89,10,42,2
02:57,0.7177,15.71,106,132,88,10,42,2
02:58,0.7208,15.71,102,132,86,10,42,2
02:59,0.7251,15.35,102,132,86,10,42,2
03:00,0.7301,15.35,102,132,86,10,42,2
03:01,0.7338,15.53,104,132,87,10,42,2
03:02,0.7376,15.53,106,132,88,10,42,2
03:03,0.7425,15.71,106,132,88,10,42,2
03:04,0.7463,15.71,106,132,88,10,42,2
03:05,0.7506,15.71,104,132,87,10,42,2
03:06,0.7543,15.53,104,132,87,10,42,2
03:07,0.7599,15.53,104,131,87,10,42,2
03:08,0.7624,15.53,106,131,88,10,42,2
03:09,0.7680,15.71,104,131,87,10,42,2
03:10,0.7705,15.35,102,131,86,10,42,2
03:11,0.7742,15.35,104,131,87,10,42,2
03:12,0.7798,15.53,104,131,87,10,42,2
03:13,0.7829,15.35,102,131,86,10,42,2
03:14,0.7879,15.35,102,132,86,10,42,2
03:15,0.7910,15.53,104,132,87,10,42,2
03:16,0.7960,15.35,104,132,87,10,42,2
03:17,0.7991,15.35,104,132,87,10,42,2
03:18,0.8016,15.17,102,132,86,10,42,2
03:19,0.8072,17.14,129,132,88,12,50,1
03:20,0.8115,17.14,134,133,90,12,50,1
03:21,0.8165,17.53,132,133,89,12,50,1
03:22,0.8208,17.32,129,133,88,12,50,1
03:23,0.8252,17.14,129,133,88,12,50,1
03:24,0.8289,17.14,127,133,87,12,50,1
03:25,0.8339,16.93,127,133,87,12,50,1
03:26,0.8376,16.93,129,133,88,12,50,1
03:27,0.8432,17.32,134,134,90,12,50,1
03:28,0.8463,17.53,134,134,90,12,50,1
03:29,0.8513,17.71,137,134,91,12,50,1
03:30,0.8556,17.71,132,134,89,12,50,1
03:31,0.8606,17.32,132,134,89,12,50,1
03:32,0.8649,17.32,132,135,89,12,50,1
03:33,0.8687,17.32,132,135,89,12,50,1
03:34,0.8743,17.32,132,135,89,12,50,1
03:35,0.8780,17.32,129,135,88,12,50,1
03:36,0.8830,17.14,129,135,88,12,50,1
03:37,0.8886,16.93,127,135,87,12,50,1
03:38,0.8923,16.93,127,135,87,12,50,1
03:39,0.8979,16.93,127,134,87,12,50,1
03:40,0.9016,16.93,121,134,87,14,58,-1
03:41,0.9060,18.63,121,134,87,14,58,-1
03:42,0.9122,18.63,121,134,87,14,58,-1
03:43,0.9159,18.63,121,134,87,14,58,-1
03:44,0.9240,18.85,123,135,88,14,58,-1
03:45,0.9277,19.06,126,135,89,14,58,-1
03:46,0.9321,19.06,126,135,89,14,58,-1
03:47,0.9376,18.85,123,135,88,14,58,-1
03:48,0.9420,18.85,98,136,87,12,50,0
03:49,0.9470,16.93,98,136,87,12,50,0
03:50,0.9519,16.75,96,136,86,12,50,0
03:51,0.9557,16.75,96,136,86,12,50,0
03:52,0.9588,16.55,96,136,86,12,50,0
03:53,0.9637,16.75,94,135,85,12,50,0
03:54,0.9681,16.75,94,135,85,12,50,0
03:55,0.9731,16.75,92,135,84,12,50,0
03:56,0.9768,16.35,92,135,84,12,50,0
03:57,0.9818,16.75,98,135,87,12,50,0
03:58,0.9849,16.93,96,135,86,12,50,0
03:59,0.9886,16.35,90,135,83,12,50,0
04:00,0.9923,16.16,90,135,83,12,50,0
04:01,0.9973,16.75,98,135,87,12,50,0
04:02,1.0010,16.93,98,135,87,12,50,0
04:03,1.0054,16.55,94,135,85,12,50,0
04:04,1.0097,15.77,87,135,81,12,50,0
04:05,1.0128,16.16,94,136,85,12,50,0
04:06,1.0166,16.75,96,136,86,12,50,0
04:07,1.0203,16.75,96,136,86,12,50,0
04:08,1.0253,16.55,94,136,85,12,50,0
04:09,1.0309,16.55,92,136,84,12,50,0
04:10,1.0340,16.35,92,136,84,12,50,0
04:11,1.0383,16.35,92,136,84,12,50,0
04:12,1.0427,16.55,96,136,86,12,50,0
04:13,1.0476,16.75,94,136,85,12,50,0
04:14,1.0520,16.55,92,136,84,12,50,0
04:15,1.0557,16.16,90,136,83,12,50,0
04:16,1.0601,14.81,96,136,82,10,42,2
04:17,1.0638,14.63,96,136,82,10,42,2
04:18,1.0681,14.63,96,136,82,10,42,2
04:19,1.0725,14.81,96,137,83,10,42,2
04:20,1.0750,14.81,96,137,83,10,42,2
04:21,1.0911,14.81,96,137,83,10,42,2
04:22,1.0911,14.81,98,137,84,10,42,2
04:23,1.0911,14.99,100,137,85,10,42,2
04:24,1.0945,15.08,99,137,85,10,42,2
04:25,1.0980,15.17,98,137,84,10,42,2
04:26,1.1011,15.17,98,137,84,10,42,2
04:27,1.1048,15.17,100,137,85,10,42,2
04:28,1.1085,15.17,100,138,85,10,42,2
04:29,1.1123,15.17,100,138,85,10,42,2
04:30,1.1154,15.17,100,138,85,10,42,2
04:31,1.1203,15.17,145,138,83,12,50,2
04:32,1.1234,16.16,142,139,82,12,50,2
04:33,1.1303,15.96,139,139,81,12,50,2
04:34,1.1334,15.96,139,140,81,12,50,2
04:35,1.1371,15.96,131,139,78,12,50,2
04:36,1.1402,15.19,129,139,77,12,50,2
04:37,1.1433,14.99,129,139,77,12,50,2
04:38,1.1477,14.99,129,139,77,12,50,2
04:39,1.1545,14.80,126,139,76,12,50,2
04:40,1.1576,14.40,126,139,76,12,50,2
04:41,1.1607,14.40,126,139,76,12,50,2
04:42,1.1638,14.40,124,140,75,12,50,2
04:43,1.1669,14.60,121,139,74,12,50,2
04:44,1.1700,14.40,121,139,74,12,50,2
04:45,1.1763,14.40,121,139,74,12,50,2
04:46,1.1794,14.60,126,140,76,12,50,2
04:47,1.1843,14.80,86,140,78,10,42,2
04:48,1.1874,13.92,86,140,78,10,42,2
04:49,1.1912,13.92,84,140,77,10,42,2
04:50,1.1943,13.74,90,140,80,10,42,2
04:51,1.1974,14.27,92,140,81,10,42,2
04:52,1.2005,14.45,90,140,80,10,42,2
04:53,1.2073,14.27,86,140,78,10,42,2
04:54,1.2104,13.74,86,140,78,10,42,2
04:55,1.2129,13.92,86,140,78,10,42,2
04:56,1.2166,13.92,86,140,78,10,42,2
04:57,1.2198,13.92,86,139,78,10,42,2
04:58,1.2260,13.92,92,138,81,10,42,2
04:59,1.2297,14.37,94,138,82,10,42,2
05:00,1.2334,14.81,96,138,83,10,42,2
05:01,1.2365,14.45,96,138,83,10,42,2
05:02,1.2396,14.45,96,138,83,10,42,2
05:03,1.2421,14.45,96,138,83,10,42,2
05:04,1.2458,14.45,94,138,82,10,42,2
05:05,1.2552,14.63,94,139,82,10,42,2
05:06,1.2567,14.63,94,139,82,11,44,1.5
05:07,1.2583,14.63,94,139,82,11,46,1
05:08,1.2626,15.27,91,139,82,11,46,1
05:09,1.2682,15.64,101,140,87,11,46,1
05:10,1.2713,16.20,99,140,86,11,46,1
05:11,1.2751,15.83,95,140,84,11,46,1
05:12,1.2788,15.64,91,139,82,11,46,1
05:13,1.2825,15.27,91,139,82,11,46,1
05:14,1.2856,15.27,93,139,83,11,46,1
05:15,1.2893,15.45,93,139,83,11,46,1
05:16,1.2962,15.45,93,140,83,11,46,1
05:17,1.2999,15.45,93,140,83,11,46,1
05:18,1.3030,15.45,93,140,83,11,46,1
05:19,1.3067,15.45,93,140,83,11,46,1
05:20,1.3105,15.45,95,140,84,11,46,1
05:21,1.3179,15.83,97,141,85,11,46,1
05:22,1.3210,15.27,89,141,81,11,46,1
05:23,1.3241,15.08,87,141,80,11,46,1
05:24,1.3266,14.90,87,141,80,11,46,1
05:25,1.3310,14.90,89,141,81,11,46,1
05:26,1.3341,15.08,87,141,80,11,46,1
05:27,1.3409,14.90,87,141,80,11,46,1
05:28,1.3440,15.08,89,142,81,11,46,1
05:29,1.3471,15.08,91,142,82,11,46,1
05:30,1.3509,15.27,91,142,82,11,46,1
05:31,1.3552,15.45,93,142,83,11,46,1
05:32,1.3589,15.45,91,142,82,11,46,1
05:33,1.3658,15.27,91,142,82,11,46,1
05:34,1.3689,15.27,93,142,83,11,46,1
05:35,1.3726,15.45,95,142,84,11,46,1
05:36,1.3757,15.64,93,142,83,11,46,1
05:37,1.3788,15.45,91,141,82,11,46,1
05:38,1.3819,15.08,89,141,81,11,46,1
05:39,1.3894,14.90,89,141,81,11,46,1
05:40,1.3925,15.08,93,141,83,11,46,1
05:41,1.3956,15.45,93,141,83,11,46,1
05:42,1.3987,15.45,93,142,83,11,46,1
05:43,1.4018,15.45,89,142,81,11,46,1
05:44,1.4043,15.45,87,142,80,11,46,1
05:45,1.4105,14.90,85,141,79,11,46,1
05:46,1.4136,14.90,87,141,80,11,46,1
05:47,1.4167,14.90,93,141,83,11,46,1
05:48,1.4198,15.45,95,141,84,11,46,1
05:49,1.4242,15.83,97,141,85,11,46,1
05:50,1.4279,15.83,95,142,84,11,46,1
05:51,1.4335,15.64,93,141,83,11,46,1
05:52,1.4372,15.27,93,141,83,11,46,1
05:53,1.4403,15.27,93,141,83,11,46,1
05:54,1.4441,15.45,93,141,83,11,46,1
05:55,1.4509,15.45,93,140,83,11,46,1
05:56,1.4540,15.45,93,140,83,11,46,1
05:57,1.4577,15.45,93,140,83,11,46,1
05:58,1.4615,15.45,93,140,83,11,46,1
05:59,1.4646,15.45,95,140,84,11,46,1
06:00,1.4689,15.64,95,140,84,11,46,1
06:01,1.4758,15.64,93,141,83,11,46,1
06:02,1.4789,15.45,93,141,83,11,46,1
06:03,1.4826,15.45,95,141,84,11,46,1
06:04,1.4863,15.64,95,141,84,11,46,1
06:05,1.4894,15.64,97,141,85,11,46,1
06:06,1.4925,16.01,97,141,85,11,46,1
06:07,1.4963,15.83,95,141,84,11,46,1
06:08,1.5037,15.64,93,141,83,11,46,1
06:09,1.5062,15.64,95,141,84,11,46,1
06:10,1.5099,15.64,99,141,86,11,46,1
06:11,1.5137,16.01,101,141,87,11,46,1
06:12,1.5168,16.20,101,141,87,11,46,1
06:13,1.5205,16.01,99,141,86,11,46,1
06:14,1.5280,16.20,101,141,87,11,46,1
06:15,1.5317,16.20,101,141,87,11,46,1
06:16,1.5348,16.20,101,141,87,11,46,1
06:17,1.5385,16.20,101,142,87,11,46,1
06:18,1.5435,16.20,101,142,87,11,46,1
06:19,1.5503,16.01,99,142,86,11,46,1
06:20,1.5540,16.01,99,142,86,11,46,1
06:21,1.5578,16.01,99,142,86,11,46,1
06:22,1.5615,16.01,101,142,87,11,46,1
06:23,1.5652,16.01,101,142,87,11,46,1
06:24,1.5690,16.20,99,142,86,11,46,1
06:25,1.5733,16.01,177,142,86,14,58,1
06:26,1.5820,18.63,180,142,87,14,58,1
06:27,1.5857,18.21,170,142,84,14,58,1
06:28,1.5901,17.99,170,142,84,14,58,1
06:29,1.5944,17.99,174,142,85,14,58,1
06:30,1.5988,18.21,174,142,85,14,58,1
06:31,1.6031,17.99,170,142,84,14,58,1
06:32,1.6112,17.99,167,142,83,14,58,1
06:33,1.6149,17.78,170,142,84,14,58,1
06:34,1.6199,17.99,183,142,88,14,58,1
06:35,1.6230,18.85,183,142,88,14,58,1
06:36,1.6311,18.85,174,142,85,14,58,1
06:37,1.6354,18.63,174,143,85,14,58,1
06:38,1.6392,18.21,164,143,82,14,58,1
06:39,1.6435,17.56,167,143,83,14,58,1
06:40,1.6466,17.78,174,143,85,14,58,1
06:41,1.6547,18.42,177,143,86,14,58,1
06:42,1.6584,18.42,170,144,84,14,58,1
06:43,1.6628,17.99,164,144,82,14,58,1
06:44,1.6671,17.56,167,145,83,14,58,1
06:45,1.6709,17.78,170,145,84,14,58,1
06:46,1.6752,17.99,167,145,83,14,58,1
06:47,1.6833,17.78,164,146,82,14,58,1
06:48,1.6864,17.78,167,146,83,14,58,1
06:49,1.6908,17.78,167,147,83,14,58,1
06:50,1.6951,17.78,167,147,83,14,58,1
06:51,1.6988,17.78,170,148,84,14,58,1
06:52,1.7026,17.99,170,148,84,11,46,1
06:53,1.7081,15.45,93,148,83,11,46,1
06:54,1.7119,15.45,89,148,81,11,46,1
06:55,1.7181,15.08,91,149,82,11,46,1
06:56,1.7212,15.27,89,149,81,11,46,1
06:57,1.7249,15.08,85,148,79,11,46,1
06:58,1.7280,14.71,82,149,77,11,46,1
06:59,1.7318,14.34,80,148,76,11,46,1
07:00,1.7349,14.15,82,147,77,11,46,1
07:01,1.7380,14.34,84,147,78,11,46,1
07:02,1.7442,14.53,84,147,78,11,46,1
07:03,1.7473,14.53,84,147,78,11,46,1
07:04,1.7504,14.53,80,147,76,11,46,1
07:05,1.7535,14.15,80,147,76,11,46,1
07:06,1.7572,14.15,80,147,76,11,46,1
07:07,1.7610,14.15,82,147,77,11,46,1
07:08,1.7672,14.34,82,148,77,11,46,1
07:09,1.7703,14.34,84,148,78,11,46,1
07:10,1.7734,14.53,87,148,80,11,46,1
07:11,1.7765,14.90,85,148,79,11,46,1
07:12,1.7796,14.71,87,148,80,11,46,1
07:13,1.7827,14.90,85,147,79,11,46,1
07:14,1.7858,14.71,85,147,79,11,46,1
07:15,1.7933,14.71,85,147,79,11,46,1
07:16,1.7964,14.71,84,147,78,11,46,1
07:17,1.7989,14.53,84,147,78,11,46,1
07:18,1.8026,14.53,85,147,79,11,46,1
07:19,1.8057,14.71,89,147,81,11,46,1
07:20,1.8101,15.08,92,147,81,10,42,2
07:21,1.8132,14.45,94,147,82,10,42,2
07:22,1.8194,14.63,79,148,74,10,42,2
07:23,1.8225,13.20,75,148,72,10,42,2
07:24,1.8250,12.84,88,148,79,10,42,2
07:25,1.8287,14.10,86,148,78,10,42,2
07:26,1.8318,13.92,86,149,78,10,42,2
07:27,1.8380,14.10,90,149,80,10,42,2
07:28,1.8411,14.19,89,149,80,10,42,2
07:29,1.8442,14.27,88,149,79,10,42,2
07:30,1.8473,14.27,86,149,78,10,42,2
07:31,1.8504,13.92,86,149,78,10,42,2
07:32,1.8542,13.92,88,149,79,10,42,2
07:33,1.8604,14.27,92,149,81,10,42,2
07:34,1.8635,14.45,90,149,80,10,42,2
07:35,1.8685,14.27,90,149,80,10,42,2
07:36,1.8716,14.27,90,149,80,10,42,2
07:37,1.8747,14.27,90,149,80,10,42,2
07:38,1.8772,14.27,88,149,79,10,42,2
07:39,1.8815,14.10,90,149,80,10,42,2
07:40,1.8840,14.27,92,149,81,10,42,2
07:41,1.8877,14.45,92,149,81,10,42,2
07:42,1.8908,14.45,92,149,81,10,42,2
07:43,1.8970,14.63,94,149,82,10,42,2
07:44,1.9014,14.63,94,149,82,10,42,2
07:45,1.9039,14.63,94,149,82,10,42,2
07:46,1.9076,14.63,92,149,81,10,42,2
07:47,1.9138,14.45,90,149,80,10,42,2
07:48,1.9169,14.45,88,149,79,10,42,2
07:49,1.9200,14.10,88,149,79,10,42,2
07:50,1.9225,14.10,86,149,78,10,42,2
07:51,1.9263,13.92,86,148,78,10,42,2
07:52,1.9325,14.10,88,149,79,10,42,2
07:53,1.9349,13.92,88,149,79,10,42,2
07:54,1.9387,13.92,88,149,79,10,42,2
07:55,1.9418,13.92,88,149,79,10,42,2
07:56,1.9449,13.92,88,149,79,10,42,2
07:57,1.9486,14.10,88,149,79,10,42,2
07:58,1.9548,14.10,88,148,79,10,42,2
07:59,1.9586,14.10,90,148,80,10,42,2
08:00,1.9617,14.27,90,148,80,10,42,2
08:01,1.9648,14.27,90,147,80,10,42,2
08:02,1.9673,14.27,92,147,81,10,42,2
08:03,1.9710,14.45,92,147,81,10,42,2
08:04,1.9766,14.27,90,147,80,10,42,2
08:05,1.9803,14.27,92,147,81,10,42,2
08:06,1.9828,14.45,94,147,82,10,42,2
08:07,1.9871,14.63,94,147,82,10,42,2
08:08,1.9927,14.63,94,147,82,10,42,2
08:09,1.9965,14.63,94,147,82,10,42,2
08:10,2.0002,14.63,96,147,83,10,42,2
08:11,2.0033,14.81,94,147,82,10,42,2
08:12,2.0064,14.63,94,148,82,10,42,2
08:13,2.0114,14.45,92,148,81,10,42,2
08:14,2.0157,14.45,90,148,80,10,42,2
08:15,2.0188,14.27,90,147,80,10,42,2
08:16,2.0226,14.27,88,147,79,10,42,2
08:17,2.0257,14.10,86,147,78,10,42,2
08:18,2.0282,13.92,88,147,79,10,42,2
08:19,2.0319,14.10,88,147,79,10,42,2
08:20,2.0381,14.27,92,147,81,10,42,2
08:21,2.0412,14.45,92,147,81,10,42,2
08:22,2.0443,14.45,90,147,80,10,42,2
08:23,2.0474,14.27,90,147,80,10,42,2
08:24,2.0505,14.27,88,147,79,10,42,2
08:25,2.0536,14.10,88,147,79,10,42,2
08:26,2.0611,14.10,88,148,79,10,42,2
08:27,2.0636,14.10,90,147,80,14,58,1
08:28,2.0685,17.14,157,147,80,14,58,1
08:29,2.0729,17.14,157,147,80,14,58,1
08:30,2.0766,17.14,157,147,80,14,58,1
08:31,2.0797,17.14,155,147,79,14,58,1
08:32,2.0828,16.92,152,147,78,14,58,1
08:33,2.0897,16.71,161,147,81,14,58,1
08:34,2.0946,17.34,183,148,88,14,58,1
08:35,2.0990,18.85,180,148,87,14,58,1
08:36,2.1033,18.63,174,148,85,14,58,1
08:37,2.1071,18.21,174,148,85,14,58,1
08:38,2.1114,18.21,170,148,84,14,58,1
08:39,2.1170,17.99,167,148,83,14,58,1
08:40,2.1245,17.99,170,148,84,14,58,1
08:41,2.1282,17.78,170,148,84,14,58,1
08:42,2.1325,17.78,170,149,84,14,58,1
08:43,2.1363,17.78,170,149,84,14,58,1
08:44,2.1400,17.99,177,149,86,14,58,1
08:45,2.1481,18.42,174,150,85,14,58,1
08:46,2.1524,18.21,177,150,86,14,58,1
08:47,2.1568,18.42,183,150,88,14,58,1
08:48,2.1611,18.85,183,151,88,14,58,1
08:49,2.1667,18.63,177,151,86,11,46,1
08:50,2.1711,16.01,103,152,88,11,46,1
08:51,2.1742,16.39,105,152,89,11,46,1
08:52,2.1773,16.39,95,152,84,11,46,1
08:53,2.1804,15.64,87,152,80,11,46,1
08:54,2.1866,14.90,82,153,77,11,46,1
08:55,2.1903,14.15,78,153,75,11,46,1
08:56,2.1947,13.97,80,153,76,11,46,1
08:57,2.1978,14.15,82,152,77,11,46,1
08:58,2.2009,14.34,82,152,77,11,46,1
08:59,2.2046,14.34,82,152,77,11,46,1
09:00,2.2084,14.34,84,152,78,11,46,1
09:01,2.2115,14.53,87,152,80,11,46,1
09:02,2.2177,14.90,85,152,79,11,46,1
09:03,2.2208,14.90,89,152,81,11,46,1
09:04,2.2239,15.08,95,152,84,11,46,1
09:05,2.2270,15.64,97,152,85,11,46,1
09:06,2.2338,15.83,95,152,84,11,46,1
09:07,2.2369,15.45,95,152,84,11,46,1
09:08,2.2407,15.45,95,152,84,11,46,1
09:09,2.2438,15.64,101,152,87,11,46,1
09:10,2.2481,16.20,103,152,88,11,46,1
09:11,2.2518,16.39,103,152,88,11,46,1
09:12,2.2587,16.39,99,152,86,11,46,1
09:13,2.2618,16.01,97,152,85,11,46,1
