Stages_Data,,,,,
English,,,,,
Time,Miles,MPH,Watts,HR,RPM,Resistance,Relative Resistance,Incline
02:07,0.2635,9.60,14,114,72,1,4,3
02:08,0.2659,9.34,14,113,72,1,4,3
02:09,0.2678,9.34,14,113,74,1,4,3
02:10,0.2703,9.60,14,110,74,1,4,3
02:11,0.2728,9.60,14,110,71,1,4,3
02:12,0.2746,9.47,14,109,71,1,4,3
02:13,0.2802,9.21,14,111,71,1,4,3
02:14,0.2815,9.21,14,111,71,1,4,3
02:15,0.2827,9.21,14,111,71,1,4,3
02:16,0.2852,9.21,14,113,72,1,4,3
02:17,0.2871,9.34,14,114,74,1,4,3
02:18,0.2896,9.60,14,115,73,1,4,3
02:19,0.2914,9.47,14,115,72,1,4,3
02:20,0.2964,9.34,14,115,72,1,4,3
02:21,0.2983,9.34,14,115,71,1,4,3
02:22,0.3007,9.21,14,117,71,1,4,3
02:23,0.3026,9.21,14,117,72,1,4,3
02:24,0.3057,9.34,15,118,75,1,4,3
02:25,0.3082,9.73,14,119,74,1,4,3
02:26,0.3101,9.60,14,120,73,1,4,3
02:27,0.3125,9.47,14,117,72,1,4,3
02:28,0.3144,9.34,14,115,72,1,4,3
02:29,0.3175,9.34,14,115,71,1,4,3
02:30,0.3225,9.21,14,115,74,1,4,3
02:31,0.3275,9.37,14,115.25,73,1,4,3
02:32,0.3324,9.53,14,115.5,72,1,4,3
02:33,0.3374,9.70,14,115.75,71,1,4,3
02:34,0.3424,9.86,14,116,70,1,4,3
02:35,0.3452,9.75,14,115.75,71,1,4,3
02:36,0.3481,9.63,15,115.5,72,1,4,3
02:37,0.3510,9.52,15,115.25,73,1,4,3
02:38,0.3539,9.40,15,115,74,1,4,3
02:39,0.3567,9.29,15,114.75,75,1,4,3
02:40,0.3596,9.18,16,114.5,76,1,4,3
02:41,0.3625,9.06,16,114.25,77,1,4,3
02:42,0.3654,8.95,16,114,78,1,4,3
02:43,0.3658,9.12,16,114,78,1,4,3
02:44,0.3663,9.28,16,114,78,1,4,3
02:45,0.3667,9.45,16,114,78,1,4,3
02:46,0.3671,9.62,16,114,77,1,4,3
02:47,0.3676,9.79,16,114,77,1,4,3
02:48,0.3680,9.95,16,114,77,1,4,3
02:49,0.3685,10.12,16,114,77,1,4,3
02:50,0.3716,9.99,15,113,76,1,4,3
02:51,0.3731,9.93,15,113,76,1,4,3
02:52,0.3747,9.86,15,113,76,1,4,3
02:53,0.3766,9.86,15,113,77,1,4,3
02:54,0.3803,10.12,16,114,79,1,4,3
02:55,0.3828,10.25,16,114,78,1,4,3
02:56,0.3859,10.12,16,115,78,1,4,3
02:57,0.3884,10.12,16,115,78,1,4,3
02:58,0.3902,10.12,15,117,77,1,4,3
02:59,0.3927,9.99,16,117,79,1,4,3
03:00,0.3958,10.25,16,118,79,1,4,3
03:01,0.3983,10.25,16,118,78,1,4,3
03:02,0.4008,10.12,16,118,79,1,4,3
03:03,0.4020,10.25,16,118,78,1,4,3
03:04,0.4045,10.12,15,118,77,1,4,3
03:05,0.4070,9.99,15,121,75,1,4,3
03:06,0.4095,9.73,15,122,75,1,4,3
03:07,0.4145,9.73,15,122,75,1,4,3
03:08,0.4163,9.73,15,122,75,1,4,3
03:09,0.4188,9.73,15,122,75,1,4,3
03:10,0.4219,9.73,15,122,76,1,4,3
03:11,0.4244,9.86,15,123,75,1,4,3
03:12,0.4269,9.73,14,121,74,1,4,3
03:13,0.4287,9.60,14,120,73,1,4,3
03:14,0.4319,9.47,15,118,75,1,4,3
03:15,0.4331,9.73,15,116,76,1,4,3
03:16,0.4362,9.99,15,115,77,1,4,3
03:17,0.4387,9.99,15,115,77,1,4,3
03:18,0.4412,9.99,15,115,77,1,4,3
03:19,0.4430,9.99,16,115,79,1,4,3
03:20,0.4486,10.38,16,117,80,1,4,3
03:21,0.4511,10.38,16,118,79,1,4,3
03:22,0.4530,10.25,16,121,78,1,4,3
03:23,0.4555,10.12,16,122,78,1,4,3
03:24,0.4586,10.12,16,122,78,1,4,3
03:25,0.4611,10.12,16,123,78,1,4,3
03:26,0.4629,10.12,16,124,78,1,4,3
03:27,0.4660,10.12,16,124,78,1,4,3
03:28,0.4679,10.25,16,124,79,1,4,3
03:29,0.4704,10.38,16,123,80,1,4,3
03:30,0.4729,10.38,16,123,80,1,4,3
03:31,0.4785,10.25,15,122,79,1,4,3
03:32,0.4803,9.99,15,123,76,1,4,3
03:33,0.4822,9.86,15,122,75,1,4,3
03:34,0.4853,9.73,14,121,74,1,4,3
03:35,0.4872,9.60,14,120,73,1,4,3
03:36,0.4896,9.47,14,119,74,1,4,3
03:37,0.4915,9.60,14,118,74,1,4,3
03:38,0.4940,9.60,14,118,73,1,4,3
03:39,0.4965,9.47,13,118,70,1,4,3
03:40,0.4990,9.08,13,116,69,1,4,3
03:41,0.5008,8.95,13,118,69,1,4,3
03:42,0.5039,8.95,13,120,77,3,13,0
03:43,0.5064,10.64,14,121,81,3,13,0
03:44,0.5089,11.19,14,122,79,3,13,0
03:45,0.5114,10.92,13,122,77,3,13,0
03:46,0.5133,10.64,13,123,76,3,13,0
03:47,0.5164,10.50,13,123,77,3,13,0
03:48,0.5182,10.64,14,124,80,3,13,0
03:49,0.5232,11.05,14,125,80,3,13,0
03:50,0.5251,11.05,14,126,80,3,13,0
03:51,0.5269,11.19,14,126,80,3,13,0
03:52,0.5300,11.05,14,126,80,3,13,0
03:53,0.5325,11.05,14,124,81,3,13,0
03:54,0.5350,11.19,14,123,81,3,13,0
03:55,0.5381,11.19,14,122,80,3,13,0
03:56,0.5400,11.05,14,119,79,3,13,0
03:57,0.5425,10.92,14,118,80,3,13,0
03:58,0.5449,11.05,14,118,81,3,13,0
03:59,0.5474,11.19,14,118,81,4,17,0
04:00,0.5512,11.56,16,119,80,4,17,0
04:01,0.5549,11.42,16,120,80,4,17,0
04:02,0.5574,11.42,16,120,80,4,17,0
04:03,0.5599,11.42,16,121,82,4,17,0
04:04,0.5630,11.71,16,121,82,4,17,0
04:05,0.5648,11.71,16,122,81,4,17,0
04:06,0.5710,11.71,16,122,82,4,17,0
04:07,0.5735,11.56,16,122,82,4,17,0
04:08,0.5760,11.56,16,123,80,4,17,0
04:09,0.5785,11.42,16,123,80,4,17,0
04:10,0.5822,11.42,16,123,80,4,17,0
04:11,0.5847,11.42,16,123,80,4,17,0
04:12,0.5878,11.42,16,123,80,4,17,0
04:13,0.5897,11.42,16,124,81,4,17,0
04:14,0.5928,11.56,16,124,81,4,17,0
04:15,0.5953,11.56,16,124,82,4,17,0
04:16,0.6009,11.71,17,124,83,4,17,0
04:17,0.6034,11.84,17,124,83,4,17,0
04:18,0.6058,11.84,16,123,80,4,17,0
04:19,0.6083,11.42,16,123,80,4,17,0
04:20,0.6114,11.42,16,123,80,4,17,0
04:21,0.6139,11.42,15,123,78,4,17,0
04:22,0.6170,11.14,15,122,78,4,17,0
04:23,0.6195,11.14,15,122,77,4,17,0
04:24,0.6214,10.99,14,122,76,4,17,0
04:25,0.6239,10.84,15,122,77,4,17,0
04:26,0.6270,10.99,15,124,78,4,17,0
04:27,0.6313,11.14,16,123,80,4,17,0
04:28,0.6338,11.42,16,120,81,4,17,0
04:29,0.6363,11.56,15,119,79,4,17,0
04:30,0.6388,11.28,15,120,78,4,17,0
04:31,0.6413,11.14,15,119,79,4,17,0
04:32,0.6444,11.28,15,120,79,4,17,0
04:33,0.6468,11.42,16,120,80,4,17,0
04:34,0.6500,11.42,16,122,80,4,17,0
04:35,0.6531,11.42,16,123,80,4,17,0
04:36,0.6574,11.14,15,123,78,4,17,0
04:37,0.6611,11.14,15,123,78,4,17,0
04:38,0.6636,11.14,15,123,78,4,17,0
04:39,0.6661,11.14,16,123,80,4,17,0
04:40,0.6686,11.42,16,124,80,4,17,0
04:41,0.6705,11.42,15,124,78,4,17,0
04:42,0.6723,11.14,14,123,76,4,17,0
04:43,0.6754,10.84,14,122,76,4,17,0
04:44,0.6779,10.84,15,121,77,4,17,0
04:45,0.6804,10.99,15,121,78,4,17,0
04:46,0.6860,11.14,15,120,78,4,17,0
04:47,0.6885,11.14,15,121,79,4,17,0
04:48,0.6916,11.28,15,121,79,4,17,0
04:49,0.6947,11.28,15,122,79,4,17,0
04:50,0.6972,11.28,15,122,78,4,17,0
04:51,0.6997,11.14,15,123,77,4,17,0
04:52,0.7021,10.99,15,124,77,4,17,0
04:53,0.7046,10.99,15,124,77,4,17,0
04:54,0.7077,10.99,15,124,77,4,17,0
04:55,0.7102,10.99,14,123,76,4,17,0
04:56,0.7158,10.84,15,121,77,4,17,0
04:57,0.7168,10.92,15,121,77,4,17,0
04:58,0.7177,10.99,15,121,77,4,17,0
04:59,0.7227,11.14,15,115,79,4,17,0
05:00,0.7258,11.28,15,115,78,4,17,0
05:01,0.7276,11.14,15,116,79,4,17,0
05:02,0.7301,11.28,15,118,78,4,17,0
05:03,0.7332,11.14,15,118,77,4,17,0
05:04,0.7357,10.99,15,118,77,4,17,0
05:05,0.7382,10.99,15,119,77,4,17,0
05:06,0.7407,10.99,15,120,79,4,17,2
05:07,0.7450,11.28,25,120,79,4,17,2
05:08,0.7475,11.56,27,120,82,4,17,2
05:09,0.7500,11.71,26,120,81,4,17,2
05:10,0.7525,11.56,26,120,81,4,17,2
05:11,0.7556,11.56,26,119,81,4,17,2
05:12,0.7581,11.42,25,119,79,4,17,2
05:13,0.7612,11.28,25,120,79,4,17,2
05:14,0.7668,11.28,25,120,79,4,17,2
05:15,0.7686,11.28,26,119,80,4,17,2
05:16,0.7711,11.42,27,119,82,4,17,2
05:17,0.7748,11.71,27,119,82,4,17,2
05:18,0.7773,11.71,26,119,81,4,17,2
05:19,0.7811,11.56,14,118,81,5,21,-2
05:20,0.7848,11.96,14,119,81,5,21,-2
05:21,0.7873,11.96,14,119,80,5,21,-2
05:22,0.7891,11.81,13,119,79,5,21,-2
05:23,0.7922,11.66,13,121,77,5,21,-2
05:24,0.7947,11.37,13,121,77,5,21,-2
05:25,0.7972,11.37,13,120,77,5,21,-2
05:26,0.8009,11.51,14,121,82,5,21,-2
05:27,0.8028,12.10,15,121,84,5,21,-2
05:28,0.8053,12.40,15,121,85,5,21,-2
05:29,0.8078,12.55,16,121,87,5,21,-2
05:30,0.8109,12.84,16,121,89,5,21,-2
05:31,0.8134,13.14,17,120,92,5,21,-2
05:32,0.8208,13.73,18,121,95,5,21,-2
05:33,0.8227,13.88,18,121,95,5,21,-2
05:34,0.8246,14.03,18,121,94,5,21,-2
05:35,0.8283,13.88,17,121,92,5,21,-2
05:36,0.8320,13.58,18,121,93,5,21,-2
05:37,0.8351,13.73,18,121,93,5,21,-2
05:38,0.8426,14.03,19,122,96,5,21,-2
05:39,0.8451,14.18,19,123,96,5,21,-2
05:40,0.8488,14.18,19,123,97,5,21,-2
05:41,0.8525,14.32,19,123,97,5,21,-2
05:42,0.8556,14.32,19,123,98,5,21,-2
05:43,0.8600,14.47,20,122,101,5,21,-2
05:44,0.8637,14.92,21,122,103,5,21,-2
05:45,0.8674,15.21,21,122,103,5,21,-2
05:46,0.8718,15.21,21,122,103,5,21,-2
05:47,0.8755,15.21,21,123,102,5,21,-2
05:48,0.8792,15.06,21,123,102,5,21,-2
05:49,0.8830,15.06,21,123,102,5,21,-2
05:50,0.8867,15.06,21,124,103,5,21,-2
05:51,0.8904,15.21,21,124,103,5,21,-2
05:52,0.8979,15.06,21,125,102,5,21,-2
05:53,0.9022,15.06,21,125,102,5,21,-2
05:54,0.9053,15.06,21,126,103,5,21,-2
05:55,0.9084,15.36,22,126,105,5,21,-2
05:56,0.9134,15.51,22,126,107,5,21,-2
05:57,0.9178,15.80,34,127,106,2,8,3
05:58,0.9215,14.19,34,127,105,2,8,3
05:59,0.9252,14.05,33,127,104,2,8,3
06:00,0.9271,13.99,34,127,105,2,8,3
06:01,0.9289,13.92,34,127,105,2,8,3
06:02,0.9352,14.19,34,127,106,2,8,3
06:03,0.9389,14.19,33,127,104,2,8,3
06:04,0.9426,14.05,33,128,104,2,8,3
06:05,0.9457,13.92,32,127,102,2,8,3
06:06,0.9488,13.66,32,127,101,2,8,3
06:07,0.9526,13.52,41,127,100,1,4,5
06:08,0.9563,12.97,40,127,99,1,4,5
06:09,0.9600,12.84,40,126,99,1,4,5
06:10,0.9625,12.84,39,126,98,1,4,5
06:11,0.9650,12.84,39,126,98,1,4,5
06:12,0.9675,12.71,39,126,97,1,4,5
06:13,0.9706,12.58,38,126,96,1,4,5
06:14,0.9737,12.45,38,126,96,1,4,5
06:15,0.9774,12.45,37,127,95,1,4,5
06:16,0.9805,12.33,37,127,95,1,4,5
06:17,0.9824,12.33,38,127,96,1,4,5
06:18,0.9886,12.97,41,129,100,1,4,5
06:19,0.9905,12.84,39,129,98,1,4,5
06:20,0.9923,12.71,37,129,95,1,4,5
06:21,0.9942,12.33,37,129,94,1,4,5
06:22,0.9979,12.20,37,129,94,1,4,5
06:23,1.0004,12.20,37,129,95,2,8,5
06:24,1.0029,12.71,56,129,95,4,17,5
06:25,1.0054,13.56,70,129,95,4,17,5
06:26,1.0128,13.27,68,130,93,4,17,5
06:27,1.0144,12.99,65,130,90,4,17,5
06:28,1.0159,12.71,61,130,87,4,17,5
06:29,1.0190,12.42,62,131,88,4,17,5
06:30,1.0215,12.56,64,130,90,4,17,5
06:31,1.0240,12.84,63,130,89,4,17,5
06:32,1.0265,12.71,63,130,89,4,17,5
06:33,1.0290,12.56,61,130,87,4,17,5
06:34,1.0327,12.42,59,129,86,4,17,5
06:35,1.0352,12.28,59,130,86,4,17,5
06:36,1.0408,12.14,59,129,86,4,17,5
06:37,1.0433,12.35,61,128,88,4,17,5
06:38,1.0458,12.56,63,127,89,4,17,5
06:39,1.0489,12.71,63,127,89,4,17,5
06:40,1.0514,12.71,63,126,89,4,17,5
06:41,1.0551,12.71,64,126,90,4,17,5
06:42,1.0576,12.84,63,126,89,4,17,5
06:43,1.0607,12.71,63,126,89,4,17,5
06:44,1.0650,12.71,62,126,88,4,17,5
06:45,1.0681,12.56,62,126,88,4,17,5
06:46,1.0712,12.56,62,126,88,4,17,5
06:47,1.0737,12.56,62,126,88,4,17,5
06:48,1.0768,12.56,61,125,87,4,17,5
06:49,1.0812,12.42,48,125,87,3,13,5
06:50,1.0843,12.02,49,125,88,3,13,5
06:51,1.0868,12.16,47,126,86,3,13,5
06:52,1.0893,11.88,44,126,83,3,13,5
06:53,1.0942,11.46,43,126,82,3,13,5
06:54,1.0980,11.05,63,126,78,3,13,7
06:55,1.0989,10.92,65,126,79,3,13,7
06:56,1.0998,10.78,66,126,80,3,13,7
06:57,1.1023,11.05,70,126,83,3,13,7
06:58,1.1060,11.46,72,126,84,3,13,7
06:59,1.1091,11.46,70,126,83,3,13,7
07:00,1.1116,11.46,69,125,82,3,13,7
07:01,1.1172,11.32,69,125,82,3,13,7
07:02,1.1197,11.32,69,125,82,3,13,7
07:03,1.1222,11.32,69,125,82,3,13,7
07:04,1.1253,11.32,69,125,82,3,13,7
07:05,1.1284,11.32,70,125,83,3,13,7
07:06,1.1303,11.46,70,126,83,3,13,7
07:07,1.1328,11.46,69,126,82,3,13,7
07:08,1.1359,11.32,69,126,82,3,13,7
07:09,1.1390,11.32,70,126,83,3,13,7
07:10,1.1421,11.46,72,126,84,3,13,7
07:11,1.1477,11.60,70,126,83,3,13,7
07:12,1.1495,11.46,70,126,83,3,13,7
07:13,1.1526,11.46,70,125,83,3,13,7
07:14,1.1558,11.46,70,125,83,3,13,7
07:15,1.1589,11.46,70,125,83,3,13,7
07:16,1.1613,11.46,72,125,84,3,13,7
07:17,1.1638,11.60,75,125,86,3,13,7
07:18,1.1663,11.88,79,125,89,3,13,7
07:19,1.1694,12.30,76,126,87,3,13,7
07:20,1.1719,12.02,76,127,87,3,13,7
07:21,1.1750,12.02,75,127,86,3,13,7
07:22,1.1775,11.88,75,127,86,3,13,7
07:23,1.1806,11.74,70,128,83,3,13,7
07:24,1.1831,11.46,70,129,83,3,13,7
07:25,1.1862,11.46,69,129,82,3,13,7
07:26,1.1887,11.32,67,127,81,3,13,7
07:27,1.1905,11.19,70,127,83,3,13,7
07:28,1.1955,11.88,75,125,86,3,13,7
07:29,1.1980,11.46,75,123,86,3,13,7
07:30,1.2005,11.46,69,123,82,3,13,7
07:31,1.2036,11.32,70,122,83,3,13,7
07:32,1.2073,11.46,70,122,83,3,13,7
07:33,1.2098,11.46,72,122,84,3,13,7
07:34,1.2123,11.60,73,122,85,3,13,7
07:35,1.2154,11.74,73,123,85,3,13,7
07:36,1.2179,11.74,73,124,85,3,13,7
07:37,1.2210,11.74,72,124,84,3,13,7
07:38,1.2241,11.60,70,125,83,3,13,7
07:39,1.2266,11.46,67,125,81,3,13,7
07:40,1.2297,11.19,67,126,81,3,13,7
07:41,1.2347,11.19,67,126,81,3,13,7
07:42,1.2378,11.19,66,126,80,3,13,7
07:43,1.2403,11.05,67,126,81,3,13,7
07:44,1.2421,11.19,70,127,83,3,13,7
07:45,1.2446,11.46,67,127,81,3,13,7
07:46,1.2465,11.19,63,128,78,3,13,7
07:47,1.2490,10.78,58,128,74,3,13,7
07:48,1.2514,9.40,50,128,68,3,13,7
07:49,1.2539,9.40,50,128,68,3,13,7
07:50,1.2539,0.00,0,129,0,3,13,7
07:51,1.2545,0.00,0,129,0,3,13,7
07:52,1.2545,0.00,0,129.25,0,3,13,7
07:53,1.2545,0.00,0,129.5,0,3,13,7
07:54,1.2545,0.00,0,129.75,0,3,13,7
07:55,1.2545,0.00,0,130,0,3,13,7
07:56,1.2545,0.00,0,131,0,3,13,7
07:57,1.2545,0.00,0,130.8,0,3,13,7
07:58,1.2545,0.00,0,130.6,0,3,13,7
07:59,1.2545,0.00,0,130.4,0,3,13,7
08:00,1.2545,0.00,0,130.2,0,3,13,7
08:01,1.2545,0.00,0,130,0,3,13,7
08:02,1.2545,0.00,0,127,0,3,13,7
08:03,1.2545,0.00,0,124,0,3,13,7
08:04,1.2545,0.00,0,124.5,0,3,13,7
08:05,1.2545,0.00,0,125,0,3,13,7
08:06,1.2545,0.00,2,124.83333333333333,6,3,13,7
08:07,1.2545,0.00,5,124.66666666666667,11,3,13,7
08:08,1.2545,0.00,7,124.5,17,3,13,7
08:09,1.2545,0.00,9,124.33333333333333,23,3,13,7
08:10,1.2545,0.00,12,124.16666666666667,28,3,13,7
08:11,1.2545,0.00,14,124,34,3,13,7
08:12,1.2552,0.00,10,122,29,3,13,7
08:13,1.2558,4.00,12,121,41,4,17,4
08:14,1.2570,5.85,22,121,56,4,17,4
08:15,1.2589,7.99,29,121,66,4,17,4
08:16,1.2601,9.42,31,121,69,4,17,4
08:17,1.2626,10.14,34,121,72,4,17,4
08:18,1.2651,10.28,37,122,76,4,17,4
08:19,1.2676,10.84,38,122,77,4,17,4
08:20,1.2701,10.99,35,122,74,4,17,4
08:21,1.2719,10.57,35,122,74,4,17,4
08:22,1.2751,10.57,35,122,74,4,17,4
08:23,1.2775,10.42,35,122,74,4,17,4
08:24,1.2800,10.57,35,122,74,4,17,4
08:25,1.2825,10.57,36,123,75,4,17,4
08:26,1.2850,10.71,36,123,75,4,17,4
08:27,1.2881,10.71,37,123,76,4,17,4
08:28,1.2906,10.84,37,123,76,4,17,4
08:29,1.2931,10.84,38,123,77,4,17,4
08:30,1.2956,10.99,37,122,76,4,17,4
08:31,1.2980,10.84,34,122,73,4,17,4
08:32,1.3030,10.42,30,121,68,4,17,4
08:33,1.3049,8.42,30,120,68,4,17,4
08:34,1.3049,0.00,0,121,0,4,17,4
08:35,1.3055,0.00,0,121,0,4,17,4
08:36,1.3055,0.00,0,122,0,4,17,4
08:37,1.3055,0.00,0,122.5,0,4,17,4
08:38,1.3055,0.00,0,123,0,4,17,4
08:39,1.3055,0.00,34,123,73,4,17,4
08:40,1.3080,10.42,38,123,77,4,17,4
08:41,1.3099,10.99,38,123,78,4,17,4
08:42,1.3123,11.14,38,123,77,4,17,4
08:43,1.3142,10.99,36,123,75,4,17,4
08:44,1.3192,10.84,38,124,78,4,17,4
08:45,1.3223,11.14,40,125,80,4,17,4
08:46,1.3241,11.42,40,126,80,4,17,4
08:47,1.3272,11.42,38,127,78,4,17,4
08:48,1.3291,11.14,38,128,77,4,17,4
08:49,1.3316,10.99,38,128,78,4,17,4
08:50,1.3347,11.14,38,128,78,4,17,4
08:51,1.3372,11.14,39,128,79,4,17,4
08:52,1.3397,11.28,38,127,78,4,17,4
08:53,1.3415,11.14,38,126,77,4,17,4
08:54,1.3440,10.99,39,125,79,4,17,4
08:55,1.3471,11.42,40,125,80,4,17,4
08:56,1.3496,11.42,40,123,80,4,17,4
08:57,1.3527,11.42,40,124,80,4,17,4
08:58,1.3552,11.42,39,125,79,4,17,4
08:59,1.3577,11.28,38,125,78,4,17,4
09:00,1.3627,11.14,39,125,79,4,17,4
09:01,1.3658,11.28,38,126,77,4,17,4
09:02,1.3683,10.99,38,126,77,4,17,4
09:03,1.3701,10.84,37,126,76,4,17,4
09:04,1.3732,10.99,38,126,77,4,17,4
09:05,1.3751,10.99,38,126,78,4,17,4
09:06,1.3776,11.14,38,127,77,7,29,5
09:07,1.3819,10.99,92,128,77,7,29,5
09:08,1.3844,12.21,98,128,80,7,29,5
09:09,1.3875,12.69,100,127,81,7,29,5
09:10,1.3894,12.69,92,127,77,7,29,5
